Identifier,Descriptor
/m/01pv51,"['wordnet_physical_entity_100001930', 'wordnet_point_108620061', 'wordnet_position_108621598', 'wordnet_location_100027167', 'wordnet_object_100002684']"
/m/01pxcf,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01q0kg,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01q460,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01q7q2,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01q8hj,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01q940,"['wordnet_electronics_company_108003035', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/01q99h,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01q9mk,"['wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_signal_106791372', 'wordnet_abstraction_100002137']"
/m/01qd_r,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01qdcv,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/01qgr3,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01qgv7,"['wordnet_physical_entity_100001930', 'wordnet_island_109316454', 'wordnet_land_109334396', 'wordnet_location_100027167', 'wordnet_archipelago_109203827', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/01qqv5,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01qqwp9,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/01qrb2,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01qs54,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01qtj9,"['wordnet_physical_entity_100001930', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/01qwb5,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01qxs3,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01qy6m,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01qynv,"['wordnet_social_group_107950920', 'wordnet_transportation_company_108004089', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01qzt1,"['wordnet_auditory_communication_107109019', 'wordnet_format_106636806', 'wordnet_message_106598915', 'wordnet_information_106634376', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/01r2l,"['wordnet_tone_language_106904943', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_natural_language_106904171', 'wordnet_language_106282651']"
/m/01r3kd,"['wordnet_social_group_107950920', 'wordnet_unit_108189659', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_agency_108337324', 'wordnet_administrative_unit_108077292', 'wordnet_organization_108008335']"
/m/01r3w7,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01r3y2,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01r47h,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01r5xw,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01r9nk,"['wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_airport_102692232', 'wordnet_facility_103315023', 'wordnet_airfield_102687992', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01rc6f,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01rdm0,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/01rgdw,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01rgn3,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01rhrd,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/01rl_3,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01rly6,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01rlz4,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01rlzn,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01rm8b,"['wordnet_social_group_107950920', 'wordnet_ensemble_108188235', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01rng,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01rr31,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01rr_d,"['wordnet_signal_106791372', 'wordnet_academic_degree_106697331', ""wordnet_bachelor's_degree_106698252"", 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_law_degree_106704740', 'wordnet_abstraction_100002137']"
/m/01rs59,"['wordnet_social_group_107950920', 'wordnet_business_108061042', 'wordnet_enterprise_108056231', 'wordnet_firm_108059870', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01rs62,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_secondary_school_108284481', 'wordnet_group_100031264', 'wordnet_senior_high_school_108409617', 'wordnet_organization_108008335']"
/m/01rtm4,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01rvgx,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01rww3,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01rxw,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/01rxw2,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01rz1,"['wordnet_social_group_107950920', 'wordnet_council_108310949', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_alliance_108293982', 'wordnet_administrative_unit_108077292', 'wordnet_world_organization_108294696', 'wordnet_organization_108008335', 'wordnet_unit_108189659']"
/m/01s0_f,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_consortium_108236438', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01s0t3,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01s47p,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_empire_108557482', 'wordnet_domain_108556491', 'wordnet_physical_entity_100001930']"
/m/01s560x,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/01s5nb,"['wordnet_social_group_107950920', 'wordnet_denomination_108146782', 'wordnet_nongovernmental_organization_108009834', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01s73z,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_broadcasting_company_108002015']"
/m/01s753,"['wordnet_whole_100003553', 'wordnet_structure_104341686', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_building_102913152', 'wordnet_artifact_100021939']"
/m/01s7j5,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01s7pm,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01s_d4,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01shhf,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01sjz_,"['wordnet_whole_100003553', 'wordnet_structure_104341686', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_building_102913152', 'wordnet_artifact_100021939']"
/m/01skqzw,"['wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_military_unit_108198398', 'wordnet_abstraction_100002137', 'wordnet_unit_108189659']"
/m/01skxk,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_manner_104928903', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/01slc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_baseball_team_108079319', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01slcv,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01spm,"['wordnet_social_group_107950920', 'wordnet_denomination_108146782', 'wordnet_nongovernmental_organization_108009834', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01sqd7,"['wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/01stj9,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01stzp,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01swmr,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/01swxv,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01t0dy,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01t12z,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_area_108497294', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01t38b,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01t7j,"['wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_denomination_108146782', 'wordnet_abstraction_100002137', 'wordnet_nongovernmental_organization_108009834', 'wordnet_organization_108008335']"
/m/01t8sr,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01t9_0,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_film_company_108003173', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01t_1p,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/01t_xp_,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/01tdpv,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_jurisdiction_108590369', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_viceroyalty_108678151']"
/m/01tgwv,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/01th4s,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01tkfj,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_holding_company_108185369', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01tkqy,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/01tlyq,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_party_108256968', 'wordnet_organization_108008335']"
/m/01tmtg,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01tpvt,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01tqfs,"['wordnet_social_group_107950920', 'wordnet_unit_108189659', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214']"
/m/01trtc,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/01trxd,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01tx9m,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01txts,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01tzfz,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01v0sx2,"['wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_instrumentality_103575240', 'wordnet_medium_106254669', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01v0sxx,"['wordnet_pop_group_108249752', 'wordnet_ensemble_108188235', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01v1d8,"['wordnet_person_100007846', 'wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_organism_100004475', 'wordnet_object_100002684', 'wordnet_causal_agent_100007347', 'wordnet_synthesist_110687231', 'wordnet_living_thing_100004258', 'wordnet_intellectual_109621545']"
/m/01v27pl,"['wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_abstraction_100002137', 'wordnet_set_108240169']"
/m/01v2xl,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01v3ht,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01v3k2,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01v3rb,"['wordnet_manufacturer_108060446', 'wordnet_business_108061042', 'wordnet_enterprise_108056231', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01v3x8,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_baseball_team_108079319', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/01vc5m,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/01vcnl,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01vfwd,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01vg13,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01vj9c,"['wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_instrumentality_103575240', 'wordnet_instrument_103574816', 'wordnet_musical_instrument_103800933', 'wordnet_device_103183080', 'wordnet_artifact_100021939', 'wordnet_object_100002684']"
/m/01vmv_,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01vpt5,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_area_108497294', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01vqc7,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/01vsxdm,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01vz08,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/01w0v,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/01w1w9,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01w31x,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01w3v,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01w40h,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/01w565,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01w56k,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/01w5m,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/01w5n51,"['wordnet_pop_group_108249752', 'wordnet_ensemble_108188235', 'wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/01w65s,"['wordnet_district_108552138', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_area_108497294']"
