classes,entities,level1classes
wordnet_institution_108053576,/m/0bqxw,wordnet_organization_108008335
wordnet_institution_108053576,/m/074vv,wordnet_organization_108008335
wordnet_institution_108053576,/m/01y9st,wordnet_organization_108008335
wordnet_institution_108053576,/m/015q1n,wordnet_organization_108008335
wordnet_institution_108053576,/m/04t061,wordnet_organization_108008335
wordnet_institution_108053576,/m/046qpy,wordnet_organization_108008335
wordnet_institution_108053576,/m/074j87,wordnet_organization_108008335
wordnet_institution_108053576,/m/01bvw5,wordnet_organization_108008335
wordnet_institution_108053576,/m/09tlc8,wordnet_organization_108008335
wordnet_institution_108053576,/m/05xb7q,wordnet_organization_108008335
wordnet_institution_108053576,/m/02lwv5,wordnet_organization_108008335
wordnet_institution_108053576,/m/02ps55,wordnet_organization_108008335
wordnet_institution_108053576,/m/07kcvl,wordnet_organization_108008335
wordnet_institution_108053576,/m/01950l,wordnet_organization_108008335
wordnet_institution_108053576,/m/07mfk,wordnet_organization_108008335
wordnet_institution_108053576,/m/03vtrv,wordnet_organization_108008335
wordnet_institution_108053576,/m/0xwj,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rc6f,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rr31,wordnet_organization_108008335
wordnet_institution_108053576,/m/07wkd,wordnet_organization_108008335
wordnet_institution_108053576,/m/01x5fb,wordnet_organization_108008335
wordnet_institution_108053576,/m/025txrl,wordnet_organization_108008335
wordnet_institution_108053576,/m/06pwq,wordnet_organization_108008335
wordnet_institution_108053576,/m/01gb54,wordnet_organization_108008335
wordnet_institution_108053576,/m/01w565,wordnet_organization_108008335
wordnet_institution_108053576,/m/01yqqv,wordnet_organization_108008335
wordnet_institution_108053576,/m/04l7mn,wordnet_organization_108008335
wordnet_institution_108053576,/m/0345gh,wordnet_organization_108008335
wordnet_institution_108053576,/m/026cmdc,wordnet_organization_108008335
wordnet_institution_108053576,/m/01g6l8,wordnet_organization_108008335
wordnet_institution_108053576,/m/065vxq,wordnet_organization_108008335
wordnet_institution_108053576,/m/0sxgh,wordnet_organization_108008335
wordnet_institution_108053576,/m/033q4k,wordnet_organization_108008335
wordnet_institution_108053576,/m/02zkz7,wordnet_organization_108008335
wordnet_institution_108053576,/m/03j70t,wordnet_organization_108008335
wordnet_institution_108053576,/m/06jplb,wordnet_organization_108008335
wordnet_institution_108053576,/m/0283sdr,wordnet_organization_108008335
wordnet_institution_108053576,/m/02kj7g,wordnet_organization_108008335
wordnet_institution_108053576,/m/02sdwt,wordnet_organization_108008335
wordnet_institution_108053576,/m/03bmmc,wordnet_organization_108008335
wordnet_institution_108053576,/m/070xg,wordnet_organization_108008335
wordnet_institution_108053576,/m/015ln1,wordnet_organization_108008335
wordnet_institution_108053576,/m/03pmfw,wordnet_organization_108008335
wordnet_institution_108053576,/m/08vk_r,wordnet_organization_108008335
wordnet_institution_108053576,/m/09b3v,wordnet_organization_108008335
wordnet_institution_108053576,/m/02yr3z,wordnet_organization_108008335
wordnet_institution_108053576,/m/08qnnv,wordnet_organization_108008335
wordnet_institution_108053576,/m/07wtc,wordnet_organization_108008335
wordnet_institution_108053576,/m/02583l,wordnet_organization_108008335
wordnet_institution_108053576,/m/03mqj_,wordnet_organization_108008335
wordnet_institution_108053576,/m/02bq1j,wordnet_organization_108008335
wordnet_institution_108053576,/m/0j46b,wordnet_organization_108008335
wordnet_institution_108053576,/m/0ylzs,wordnet_organization_108008335
wordnet_institution_108053576,/m/02qdyj,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rtm4,wordnet_organization_108008335
wordnet_institution_108053576,/m/01x7jb,wordnet_organization_108008335
wordnet_institution_108053576,/m/06182p,wordnet_organization_108008335
wordnet_institution_108053576,/m/0dwl2,wordnet_organization_108008335
wordnet_institution_108053576,/m/01_1kk,wordnet_organization_108008335
wordnet_institution_108053576,/m/019vsw,wordnet_organization_108008335
wordnet_institution_108053576,/m/0q19t,wordnet_organization_108008335
wordnet_institution_108053576,/m/01p2b_,wordnet_organization_108008335
wordnet_institution_108053576,/m/0234_c,wordnet_organization_108008335
wordnet_institution_108053576,/m/01w_d6,wordnet_organization_108008335
wordnet_institution_108053576,/m/0c5x_,wordnet_organization_108008335
wordnet_institution_108053576,/m/0hpv3,wordnet_organization_108008335
wordnet_institution_108053576,/m/019tfm,wordnet_organization_108008335
wordnet_institution_108053576,/m/01_bp,wordnet_organization_108008335
wordnet_institution_108053576,/m/01qygl,wordnet_organization_108008335
wordnet_institution_108053576,/m/0cwx_,wordnet_organization_108008335
wordnet_institution_108053576,/m/013x0b,wordnet_organization_108008335
wordnet_institution_108053576,/m/0ghvb,wordnet_organization_108008335
wordnet_institution_108053576,/m/02klny,wordnet_organization_108008335
wordnet_institution_108053576,/m/0lyjf,wordnet_organization_108008335
wordnet_institution_108053576,/m/02663p2,wordnet_organization_108008335
wordnet_institution_108053576,/m/02bhj4,wordnet_organization_108008335
wordnet_institution_108053576,/m/020923,wordnet_organization_108008335
wordnet_institution_108053576,/m/056ws9,wordnet_organization_108008335
wordnet_institution_108053576,/m/01qdhx,wordnet_organization_108008335
wordnet_institution_108053576,/m/02897w,wordnet_organization_108008335
wordnet_institution_108053576,/m/01mpwj,wordnet_organization_108008335
wordnet_institution_108053576,/m/0212zp,wordnet_organization_108008335
wordnet_institution_108053576,/m/02hp70,wordnet_organization_108008335
wordnet_institution_108053576,/m/01p7x7,wordnet_organization_108008335
wordnet_institution_108053576,/m/01s0_f,wordnet_organization_108008335
wordnet_institution_108053576,/m/01ptt7,wordnet_organization_108008335
wordnet_institution_108053576,/m/0283xx2,wordnet_organization_108008335
wordnet_institution_108053576,/m/011k1h,wordnet_organization_108008335
wordnet_institution_108053576,/m/01pd60,wordnet_organization_108008335
wordnet_institution_108053576,/m/014xf6,wordnet_organization_108008335
wordnet_institution_108053576,/m/037s9x,wordnet_organization_108008335
wordnet_institution_108053576,/m/01y888,wordnet_organization_108008335
wordnet_institution_108053576,/m/03gqb0k,wordnet_organization_108008335
wordnet_institution_108053576,/m/018m5q,wordnet_organization_108008335
wordnet_institution_108053576,/m/021l5s,wordnet_organization_108008335
wordnet_institution_108053576,/m/03bnd9,wordnet_organization_108008335
wordnet_institution_108053576,/m/0sxdg,wordnet_organization_108008335
wordnet_institution_108053576,/m/0f11p,wordnet_organization_108008335
wordnet_institution_108053576,/m/01trtc,wordnet_organization_108008335
wordnet_institution_108053576,/m/01y8zd,wordnet_organization_108008335
wordnet_institution_108053576,/m/05zjtn4,wordnet_organization_108008335
wordnet_institution_108053576,/m/09s5q8,wordnet_organization_108008335
wordnet_institution_108053576,/m/026ldz7,wordnet_organization_108008335
wordnet_institution_108053576,/m/0lbfv,wordnet_organization_108008335
wordnet_institution_108053576,/m/025504,wordnet_organization_108008335
wordnet_institution_108053576,/m/0lwkh,wordnet_organization_108008335
wordnet_institution_108053576,/m/01frpd,wordnet_organization_108008335
wordnet_institution_108053576,/m/0hd7j,wordnet_organization_108008335
wordnet_institution_108053576,/m/04rtpt,wordnet_organization_108008335
wordnet_institution_108053576,/m/08pn_9,wordnet_organization_108008335
wordnet_institution_108053576,/m/01jtp7,wordnet_organization_108008335
wordnet_institution_108053576,/m/043vc,wordnet_organization_108008335
wordnet_institution_108053576,/m/01q940,wordnet_organization_108008335
wordnet_institution_108053576,/m/02rv1w,wordnet_organization_108008335
wordnet_institution_108053576,/m/047951,wordnet_organization_108008335
wordnet_writer_110794014,/m/0h1p,wordnet_person_100007846
wordnet_writer_110794014,/m/01d8yn,wordnet_person_100007846
wordnet_writer_110794014,/m/03ckvj9,wordnet_person_100007846
wordnet_writer_110794014,/m/09dt7,wordnet_person_100007846
wordnet_writer_110794014,/m/0hfml,wordnet_person_100007846
wordnet_writer_110794014,/m/017r2,wordnet_person_100007846
wordnet_writer_110794014,/m/01hrqc,wordnet_person_100007846
wordnet_writer_110794014,/m/044qx,wordnet_person_100007846
wordnet_writer_110794014,/m/016s0m,wordnet_person_100007846
wordnet_writer_110794014,/m/0b0pf,wordnet_person_100007846
wordnet_writer_110794014,/m/04snp2,wordnet_person_100007846
wordnet_writer_110794014,/m/05tjm3,wordnet_person_100007846
wordnet_writer_110794014,/m/05szp,wordnet_person_100007846
wordnet_writer_110794014,/m/03fykz,wordnet_person_100007846
wordnet_writer_110794014,/m/0f6_x,wordnet_person_100007846
wordnet_writer_110794014,/m/01v40wd,wordnet_person_100007846
wordnet_writer_110794014,/m/05gpy,wordnet_person_100007846
wordnet_writer_110794014,/m/02cj_f,wordnet_person_100007846
wordnet_writer_110794014,/m/0lx2l,wordnet_person_100007846
wordnet_writer_110794014,/m/09y20,wordnet_person_100007846
wordnet_writer_110794014,/m/05vtbl,wordnet_person_100007846
wordnet_writer_110794014,/m/08jfkw,wordnet_person_100007846
wordnet_writer_110794014,/m/0d4jl,wordnet_person_100007846
wordnet_writer_110794014,/m/017xm3,wordnet_person_100007846
wordnet_writer_110794014,/m/0kszw,wordnet_person_100007846
wordnet_writer_110794014,/m/06jw0s,wordnet_person_100007846
wordnet_writer_110794014,/m/03j24kf,wordnet_person_100007846
wordnet_writer_110794014,/m/0hz_1,wordnet_person_100007846
wordnet_writer_110794014,/m/029cpw,wordnet_person_100007846
wordnet_writer_110794014,/m/03cs_xw,wordnet_person_100007846
wordnet_writer_110794014,/m/0l6wj,wordnet_person_100007846
wordnet_writer_110794014,/m/09t4hh,wordnet_person_100007846
wordnet_writer_110794014,/m/0gz5hs,wordnet_person_100007846
wordnet_writer_110794014,/m/01pkhw,wordnet_person_100007846
wordnet_writer_110794014,/m/01dbk6,wordnet_person_100007846
wordnet_writer_110794014,/m/023n39,wordnet_person_100007846
wordnet_writer_110794014,/m/0cp9f9,wordnet_person_100007846
wordnet_writer_110794014,/m/04m_zp,wordnet_person_100007846
wordnet_writer_110794014,/m/02nrdp,wordnet_person_100007846
wordnet_writer_110794014,/m/0jt90f5,wordnet_person_100007846
wordnet_writer_110794014,/m/04jwp,wordnet_person_100007846
wordnet_writer_110794014,/m/09hd16,wordnet_person_100007846
wordnet_writer_110794014,/m/06jkm,wordnet_person_100007846
wordnet_writer_110794014,/m/0168cl,wordnet_person_100007846
wordnet_writer_110794014,/m/01ycbq,wordnet_person_100007846
wordnet_writer_110794014,/m/02xp18,wordnet_person_100007846
wordnet_writer_110794014,/m/04bs3j,wordnet_person_100007846
wordnet_writer_110794014,/m/03lt8g,wordnet_person_100007846
wordnet_writer_110794014,/m/023t0q,wordnet_person_100007846
wordnet_writer_110794014,/m/075wq,wordnet_person_100007846
wordnet_writer_110794014,/m/0488g9,wordnet_person_100007846
wordnet_writer_110794014,/m/0gbwp,wordnet_person_100007846
wordnet_writer_110794014,/m/015nvj,wordnet_person_100007846
wordnet_writer_110794014,/m/06dl_,wordnet_person_100007846
wordnet_writer_110794014,/m/043d4,wordnet_person_100007846
wordnet_writer_110794014,/m/01x53m,wordnet_person_100007846
wordnet_writer_110794014,/m/0gkg6,wordnet_person_100007846
wordnet_writer_110794014,/m/044gyq,wordnet_person_100007846
wordnet_writer_110794014,/m/0grmhb,wordnet_person_100007846
wordnet_writer_110794014,/m/030pr,wordnet_person_100007846
wordnet_writer_110794014,/m/01vrncs,wordnet_person_100007846
wordnet_writer_110794014,/m/0z4s,wordnet_person_100007846
wordnet_writer_110794014,/m/020jqv,wordnet_person_100007846
wordnet_writer_110794014,/m/099p5,wordnet_person_100007846
wordnet_writer_110794014,/m/086nl7,wordnet_person_100007846
wordnet_writer_110794014,/m/0f2c8g,wordnet_person_100007846
wordnet_writer_110794014,/m/03jj93,wordnet_person_100007846
wordnet_writer_110794014,/m/014z8v,wordnet_person_100007846
wordnet_writer_110794014,/m/032l1,wordnet_person_100007846
wordnet_writer_110794014,/m/05sj55,wordnet_person_100007846
wordnet_writer_110794014,/m/012t1,wordnet_person_100007846
wordnet_writer_110794014,/m/0crvfq,wordnet_person_100007846
wordnet_writer_110794014,/m/040rjq,wordnet_person_100007846
wordnet_writer_110794014,/m/02n9k,wordnet_person_100007846
wordnet_writer_110794014,/m/05pzdk,wordnet_person_100007846
wordnet_writer_110794014,/m/03v36,wordnet_person_100007846
wordnet_writer_110794014,/m/07_s4b,wordnet_person_100007846
wordnet_writer_110794014,/m/015vq_,wordnet_person_100007846
wordnet_writer_110794014,/m/09ftwr,wordnet_person_100007846
wordnet_writer_110794014,/m/03yf4d,wordnet_person_100007846
wordnet_writer_110794014,/m/026dg51,wordnet_person_100007846
wordnet_writer_110794014,/m/01tz6vs,wordnet_person_100007846
wordnet_writer_110794014,/m/0pksh,wordnet_person_100007846
wordnet_writer_110794014,/m/08nz99,wordnet_person_100007846
wordnet_writer_110794014,/m/0bv7t,wordnet_person_100007846
wordnet_writer_110794014,/m/02kz_,wordnet_person_100007846
wordnet_writer_110794014,/m/02f9wb,wordnet_person_100007846
wordnet_writer_110794014,/m/0n6kf,wordnet_person_100007846
wordnet_writer_110794014,/m/0285xqh,wordnet_person_100007846
wordnet_writer_110794014,/m/01wt4wc,wordnet_person_100007846
wordnet_writer_110794014,/m/059m45,wordnet_person_100007846
wordnet_writer_110794014,/m/0m93,wordnet_person_100007846
wordnet_writer_110794014,/m/0191h5,wordnet_person_100007846
wordnet_writer_110794014,/m/0djtky,wordnet_person_100007846
wordnet_writer_110794014,/m/016dsy,wordnet_person_100007846
wordnet_writer_110794014,/m/0c4y8,wordnet_person_100007846
wordnet_writer_110794014,/m/015pxr,wordnet_person_100007846
wordnet_writer_110794014,/m/030dr,wordnet_person_100007846
wordnet_writer_110794014,/m/02l4pj,wordnet_person_100007846
wordnet_writer_110794014,/m/04h07s,wordnet_person_100007846
wordnet_writer_110794014,/m/048cl,wordnet_person_100007846
wordnet_writer_110794014,/m/04xn2m,wordnet_person_100007846
wordnet_writer_110794014,/m/01hb6v,wordnet_person_100007846
wordnet_writer_110794014,/m/02y49,wordnet_person_100007846
wordnet_writer_110794014,/m/013zs9,wordnet_person_100007846
wordnet_writer_110794014,/m/026n6cs,wordnet_person_100007846
wordnet_writer_110794014,/m/03qcq,wordnet_person_100007846
wordnet_writer_110794014,/m/02773nt,wordnet_person_100007846
wordnet_writer_110794014,/m/03v1xb,wordnet_person_100007846
wordnet_writer_110794014,/m/02qx1m2,wordnet_person_100007846
wordnet_writer_110794014,/m/0164y7,wordnet_person_100007846
wordnet_writer_110794014,/m/09jd9,wordnet_person_100007846
wordnet_writer_110794014,/m/01mbwlb,wordnet_person_100007846
wordnet_writer_110794014,/m/0cms7f,wordnet_person_100007846
wordnet_writer_110794014,/m/01dvtx,wordnet_person_100007846
wordnet_writer_110794014,/m/041rhq,wordnet_person_100007846
wordnet_writer_110794014,/m/02g8h,wordnet_person_100007846
wordnet_writer_110794014,/m/03lmzl,wordnet_person_100007846
wordnet_writer_110794014,/m/04x4s2,wordnet_person_100007846
wordnet_writer_110794014,/m/03f47xl,wordnet_person_100007846
wordnet_writer_110794014,/m/02gn9g,wordnet_person_100007846
wordnet_writer_110794014,/m/0byfz,wordnet_person_100007846
wordnet_writer_110794014,/m/021r6w,wordnet_person_100007846
wordnet_writer_110794014,/m/01nhkxp,wordnet_person_100007846
wordnet_writer_110794014,/m/08p1gp,wordnet_person_100007846
wordnet_writer_110794014,/m/02qdymm,wordnet_person_100007846
wordnet_writer_110794014,/m/079ws,wordnet_person_100007846
wordnet_writer_110794014,/m/0157m,wordnet_person_100007846
wordnet_writer_110794014,/m/0bw87,wordnet_person_100007846
wordnet_writer_110794014,/m/0gd5z,wordnet_person_100007846
wordnet_writer_110794014,/m/05bnp0,wordnet_person_100007846
wordnet_writer_110794014,/m/0p_r5,wordnet_person_100007846
wordnet_writer_110794014,/m/01vz80y,wordnet_person_100007846
wordnet_writer_110794014,/m/0178rl,wordnet_person_100007846
wordnet_writer_110794014,/m/0c4f4,wordnet_person_100007846
wordnet_writer_110794014,/m/01yznp,wordnet_person_100007846
wordnet_writer_110794014,/m/02778tk,wordnet_person_100007846
wordnet_writer_110794014,/m/04kwbt,wordnet_person_100007846
wordnet_writer_110794014,/m/03f6fl0,wordnet_person_100007846
wordnet_writer_110794014,/m/04pg29,wordnet_person_100007846
wordnet_writer_110794014,/m/0gry51,wordnet_person_100007846
wordnet_writer_110794014,/m/03mstc,wordnet_person_100007846
wordnet_writer_110794014,/m/0p8r1,wordnet_person_100007846
wordnet_writer_110794014,/m/03cvv4,wordnet_person_100007846
wordnet_writer_110794014,/m/02s5v5,wordnet_person_100007846
wordnet_writer_110794014,/m/015gw6,wordnet_person_100007846
wordnet_writer_110794014,/m/0gpmp,wordnet_person_100007846
wordnet_writer_110794014,/m/01hmb_,wordnet_person_100007846
wordnet_writer_110794014,/m/098n5,wordnet_person_100007846
wordnet_writer_110794014,/m/022wxh,wordnet_person_100007846
wordnet_writer_110794014,/m/0pkyh,wordnet_person_100007846
wordnet_writer_110794014,/m/06t61y,wordnet_person_100007846
wordnet_writer_110794014,/m/01vsgrn,wordnet_person_100007846
wordnet_writer_110794014,/m/04wp2p,wordnet_person_100007846
wordnet_writer_110794014,/m/01hkhq,wordnet_person_100007846
wordnet_writer_110794014,/m/022_q8,wordnet_person_100007846
wordnet_writer_110794014,/m/01xv77,wordnet_person_100007846
wordnet_writer_110794014,/m/0jpdn,wordnet_person_100007846
wordnet_writer_110794014,/m/04gnbv1,wordnet_person_100007846
wordnet_writer_110794014,/m/03dctt,wordnet_person_100007846
wordnet_writer_110794014,/m/05l0j5,wordnet_person_100007846
wordnet_writer_110794014,/m/019_1h,wordnet_person_100007846
wordnet_writer_110794014,/m/04t38b,wordnet_person_100007846
wordnet_writer_110794014,/m/05yh_t,wordnet_person_100007846
wordnet_writer_110794014,/m/03wdsbz,wordnet_person_100007846
wordnet_writer_110794014,/m/0gs5q,wordnet_person_100007846
wordnet_writer_110794014,/m/0ff3y,wordnet_person_100007846
wordnet_writer_110794014,/m/07fpm3,wordnet_person_100007846
wordnet_writer_110794014,/m/01_xtx,wordnet_person_100007846
wordnet_writer_110794014,/m/01p47r,wordnet_person_100007846
wordnet_writer_110794014,/m/0m68w,wordnet_person_100007846
wordnet_writer_110794014,/m/09v6tz,wordnet_person_100007846
wordnet_writer_110794014,/m/02c7lt,wordnet_person_100007846
wordnet_writer_110794014,/m/0338g8,wordnet_person_100007846
wordnet_writer_110794014,/m/03f5vvx,wordnet_person_100007846
wordnet_writer_110794014,/m/02x8s9,wordnet_person_100007846
wordnet_writer_110794014,/m/01_f_5,wordnet_person_100007846
wordnet_writer_110794014,/m/01v90t,wordnet_person_100007846
wordnet_writer_110794014,/m/08hsww,wordnet_person_100007846
wordnet_writer_110794014,/m/03qd_,wordnet_person_100007846
wordnet_writer_110794014,/m/012wg,wordnet_person_100007846
wordnet_writer_110794014,/m/0hgqq,wordnet_person_100007846
wordnet_writer_110794014,/m/01p45_v,wordnet_person_100007846
wordnet_writer_110794014,/m/0cg9y,wordnet_person_100007846
wordnet_writer_110794014,/m/0227vl,wordnet_person_100007846
wordnet_writer_110794014,/m/0gv5c,wordnet_person_100007846
wordnet_writer_110794014,/m/06whf,wordnet_person_100007846
wordnet_writer_110794014,/m/0b_dh,wordnet_person_100007846
wordnet_writer_110794014,/m/0mfc0,wordnet_person_100007846
wordnet_writer_110794014,/m/0738y5,wordnet_person_100007846
wordnet_writer_110794014,/m/02rsz0,wordnet_person_100007846
wordnet_writer_110794014,/m/03p9hl,wordnet_person_100007846
wordnet_writer_110794014,/m/01vvycq,wordnet_person_100007846
wordnet_writer_110794014,/m/03hzkq,wordnet_person_100007846
wordnet_writer_110794014,/m/02wb6yq,wordnet_person_100007846
wordnet_writer_110794014,/m/0372p,wordnet_person_100007846
wordnet_writer_110794014,/m/01zfmm,wordnet_person_100007846
wordnet_writer_110794014,/m/079hvk,wordnet_person_100007846
wordnet_writer_110794014,/m/031c3v,wordnet_person_100007846
wordnet_writer_110794014,/m/02f2dn,wordnet_person_100007846
wordnet_writer_110794014,/m/018zvb,wordnet_person_100007846
wordnet_writer_110794014,/m/07fvf1,wordnet_person_100007846
wordnet_writer_110794014,/m/02my3z,wordnet_person_100007846
wordnet_writer_110794014,/m/042xh,wordnet_person_100007846
wordnet_writer_110794014,/m/01t2h2,wordnet_person_100007846
wordnet_writer_110794014,/m/01rc4p,wordnet_person_100007846
wordnet_writer_110794014,/m/02tk74,wordnet_person_100007846
wordnet_writer_110794014,/m/012vct,wordnet_person_100007846
wordnet_writer_110794014,/m/05_k56,wordnet_person_100007846
wordnet_writer_110794014,/m/029m83,wordnet_person_100007846
wordnet_writer_110794014,/m/03k7bd,wordnet_person_100007846
wordnet_writer_110794014,/m/0dzkq,wordnet_person_100007846
wordnet_writer_110794014,/m/08cn_n,wordnet_person_100007846
wordnet_writer_110794014,/m/0bzyh,wordnet_person_100007846
wordnet_writer_110794014,/m/01ynzf,wordnet_person_100007846
wordnet_writer_110794014,/m/0b455l,wordnet_person_100007846
wordnet_writer_110794014,/m/06l6nj,wordnet_person_100007846
wordnet_writer_110794014,/m/031v3p,wordnet_person_100007846
wordnet_writer_110794014,/m/0c00lh,wordnet_person_100007846
wordnet_writer_110794014,/m/05qw5,wordnet_person_100007846
wordnet_writer_110794014,/m/01fdc0,wordnet_person_100007846
wordnet_writer_110794014,/m/01g04k,wordnet_person_100007846
wordnet_writer_110794014,/m/0bczgm,wordnet_person_100007846
wordnet_writer_110794014,/m/072vj,wordnet_person_100007846
wordnet_writer_110794014,/m/02y7sr,wordnet_person_100007846
wordnet_writer_110794014,/m/09k0f,wordnet_person_100007846
wordnet_writer_110794014,/m/02gnlz,wordnet_person_100007846
wordnet_writer_110794014,/m/084w8,wordnet_person_100007846
wordnet_writer_110794014,/m/03v0vd,wordnet_person_100007846
wordnet_writer_110794014,/m/01pp3p,wordnet_person_100007846
wordnet_writer_110794014,/m/0f3nn,wordnet_person_100007846
wordnet_writer_110794014,/m/04107,wordnet_person_100007846
wordnet_writer_110794014,/m/01pw9v,wordnet_person_100007846
wordnet_writer_110794014,/m/0p_47,wordnet_person_100007846
wordnet_writer_110794014,/m/01pj3h,wordnet_person_100007846
wordnet_writer_110794014,/m/08664q,wordnet_person_100007846
wordnet_writer_110794014,/m/03wpmd,wordnet_person_100007846
wordnet_writer_110794014,/m/03_6y,wordnet_person_100007846
wordnet_writer_110794014,/m/04l19_,wordnet_person_100007846
wordnet_writer_110794014,/m/06s7rd,wordnet_person_100007846
wordnet_writer_110794014,/m/01386_,wordnet_person_100007846
wordnet_writer_110794014,/m/0p8jf,wordnet_person_100007846
wordnet_writer_110794014,/m/018z_c,wordnet_person_100007846
wordnet_writer_110794014,/m/030tj5,wordnet_person_100007846
wordnet_writer_110794014,/m/02v49c,wordnet_person_100007846
wordnet_writer_110794014,/m/03f1r6t,wordnet_person_100007846
wordnet_writer_110794014,/m/02238b,wordnet_person_100007846
wordnet_writer_110794014,/m/0bc71w,wordnet_person_100007846
wordnet_writer_110794014,/m/0pnf3,wordnet_person_100007846
wordnet_writer_110794014,/m/0693l,wordnet_person_100007846
wordnet_writer_110794014,/m/0170pk,wordnet_person_100007846
wordnet_writer_110794014,/m/060j8b,wordnet_person_100007846
wordnet_writer_110794014,/m/0cyhq,wordnet_person_100007846
wordnet_writer_110794014,/m/06nns1,wordnet_person_100007846
wordnet_writer_110794014,/m/01f2f8,wordnet_person_100007846
wordnet_writer_110794014,/m/0646qh,wordnet_person_100007846
wordnet_writer_110794014,/m/01vh096,wordnet_person_100007846
wordnet_writer_110794014,/m/01kb2j,wordnet_person_100007846
wordnet_writer_110794014,/m/048_p,wordnet_person_100007846
wordnet_writer_110794014,/m/02p7xc,wordnet_person_100007846
wordnet_writer_110794014,/m/0bwx3,wordnet_person_100007846
wordnet_writer_110794014,/m/01gzm2,wordnet_person_100007846
wordnet_writer_110794014,/m/01w02sy,wordnet_person_100007846
wordnet_writer_110794014,/m/030vmc,wordnet_person_100007846
wordnet_writer_110794014,/m/0dl567,wordnet_person_100007846
wordnet_writer_110794014,/m/05cv8,wordnet_person_100007846
wordnet_writer_110794014,/m/02wmbg,wordnet_person_100007846
wordnet_writer_110794014,/m/016kft,wordnet_person_100007846
wordnet_writer_110794014,/m/031y07,wordnet_person_100007846
wordnet_writer_110794014,/m/06g4l,wordnet_person_100007846
wordnet_writer_110794014,/m/01wyzyl,wordnet_person_100007846
wordnet_writer_110794014,/m/099bk,wordnet_person_100007846
wordnet_writer_110794014,/m/02zj61,wordnet_person_100007846
wordnet_writer_110794014,/m/07fq1y,wordnet_person_100007846
wordnet_writer_110794014,/m/016xk5,wordnet_person_100007846
wordnet_writer_110794014,/m/042fk,wordnet_person_100007846
wordnet_writer_110794014,/m/042z_g,wordnet_person_100007846
wordnet_writer_110794014,/m/03h2d4,wordnet_person_100007846
wordnet_writer_110794014,/m/027l0b,wordnet_person_100007846
wordnet_writer_110794014,/m/01f6zc,wordnet_person_100007846
wordnet_writer_110794014,/m/06qgjh,wordnet_person_100007846
wordnet_writer_110794014,/m/02wycg2,wordnet_person_100007846
wordnet_writer_110794014,/m/04y9dk,wordnet_person_100007846
wordnet_writer_110794014,/m/09p06,wordnet_person_100007846
wordnet_writer_110794014,/m/0hqcy,wordnet_person_100007846
wordnet_writer_110794014,/m/067pl7,wordnet_person_100007846
wordnet_writer_110794014,/m/0jcx,wordnet_person_100007846
wordnet_writer_110794014,/m/0159h6,wordnet_person_100007846
wordnet_writer_110794014,/m/01vtmw6,wordnet_person_100007846
wordnet_writer_110794014,/m/0453t,wordnet_person_100007846
wordnet_writer_110794014,/m/01vrt_c,wordnet_person_100007846
wordnet_writer_110794014,/m/01s7zw,wordnet_person_100007846
wordnet_writer_110794014,/m/0fq117k,wordnet_person_100007846
wordnet_writer_110794014,/m/06jcc,wordnet_person_100007846
wordnet_writer_110794014,/m/04r7jc,wordnet_person_100007846
wordnet_writer_110794014,/m/04v048,wordnet_person_100007846
wordnet_writer_110794014,/m/015n8,wordnet_person_100007846
wordnet_writer_110794014,/m/06hmd,wordnet_person_100007846
wordnet_writer_110794014,/m/01k56k,wordnet_person_100007846
wordnet_writer_110794014,/m/017yxq,wordnet_person_100007846
wordnet_writer_110794014,/m/02qjj7,wordnet_person_100007846
wordnet_writer_110794014,/m/01xdf5,wordnet_person_100007846
wordnet_writer_110794014,/m/02zrv7,wordnet_person_100007846
wordnet_writer_110794014,/m/01qq_lp,wordnet_person_100007846
wordnet_writer_110794014,/m/045bg,wordnet_person_100007846
wordnet_writer_110794014,/m/06pj8,wordnet_person_100007846
wordnet_writer_110794014,/m/011_3s,wordnet_person_100007846
wordnet_writer_110794014,/m/09px1w,wordnet_person_100007846
wordnet_writer_110794014,/m/018009,wordnet_person_100007846
wordnet_writer_110794014,/m/015np0,wordnet_person_100007846
wordnet_writer_110794014,/m/0bkg4,wordnet_person_100007846
wordnet_writer_110794014,/m/033071,wordnet_person_100007846
wordnet_writer_110794014,/m/016k6x,wordnet_person_100007846
wordnet_writer_110794014,/m/0flddp,wordnet_person_100007846
wordnet_writer_110794014,/m/04411,wordnet_person_100007846
wordnet_writer_110794014,/m/04fcx7,wordnet_person_100007846
wordnet_writer_110794014,/m/0mb0,wordnet_person_100007846
wordnet_writer_110794014,/m/06pjs,wordnet_person_100007846
wordnet_writer_110794014,/m/03cdg,wordnet_person_100007846
wordnet_writer_110794014,/m/01v_0b,wordnet_person_100007846
wordnet_writer_110794014,/m/0jmj,wordnet_person_100007846
wordnet_writer_110794014,/m/01qbjg,wordnet_person_100007846
wordnet_writer_110794014,/m/016gr2,wordnet_person_100007846
wordnet_writer_110794014,/m/07lp1,wordnet_person_100007846
wordnet_writer_110794014,/m/06dkzt,wordnet_person_100007846
wordnet_writer_110794014,/m/0837ql,wordnet_person_100007846
wordnet_writer_110794014,/m/05qmj,wordnet_person_100007846
